790,100,1552,1476
565,462,1840,1458
680,124,1712,1084
784,396,1432,1530
312,398,1650,1452
780,306,1490,1530
562,45,1500,1530
504,338,1548,1222
552,410,2040,1486
342,56,1980,1190
696,40,1490,1530
788,36,1616,1458
740,0,1840,930
106,114,1524,1248
492,128,1660,1100
282,204,1710,1308
462,100,1680,1168
814,0,1782,1004
656,366,1602,1406
300,140,1590,1220
426,246,1530,1238
932,570,2070,1530
382,0,2121,1220
162,64,1998,1300
